AWS Account #,AWS-Region,ImageId,InstanceId,InstanceName,InstanceStatus,InstanceType,EBSOptimized,TotalVolumeSize,PrivateIP,VPC-id,Subnet-id,KeyPairName,Operating System,SSM Version,Is SSM Latest,KmsKeyId,kmsAlias
502433561161,ap-south-1,ami-05dbd1926bfb06723,i-098c606c9d1b2e9c3,WindowsServer2,stopped,t3.xlarge,True,0,10.0.1.146,vpc-0986c3dfccc7cdf8e,subnet-0ccd6bf69d5a2be9f,WindowsKey,Windows,,,,
502433561161,us-east-1,ami-09f2114fecbe506e2,i-00b6be5cd891ba7f9,534416_JumpBox,stopped,t2.medium,False,0,10.0.19.87,vpc-e7625e82,subnet-29be6107,534416_JumpBox,Windows,,,,
502433561161,us-east-1,ami-05f5c28bb6992ab4b,i-0176baec017413cd2,727488-Devi-VS,stopped,t2.medium,False,0,10.0.27.83,vpc-e7625e82,subnet-0ded80184b41ae209,727488_devi,Windows,,,,
502433561161,us-east-1,ami-0080e4c5bc078760e,i-09eea8a855883f941,582160_test1,stopped,t2.micro,False,0,10.0.29.205,vpc-e7625e82,subnet-04e31867fa5ad6032,582160fnf,Linux/UNIX,,,,
502433561161,us-east-1,ami-04f6790aca59339c8,i-057e75179d77b41e1,314505_DND_cloud9,stopped,t2.micro,False,0,10.0.130.7,vpc-e7625e82,subnet-0978911a079d17c8e,,Linux/UNIX,,,,
502433561161,us-east-1,ami-08c7081300f7d9abb,i-02b3f8d43cca400d4,314505_Win_DoNotDelete,stopped,t2.micro,False,0,10.0.130.10,vpc-e7625e82,subnet-0978911a079d17c8e,314505_new_key,Windows,,,,
502433561161,us-east-1,ami-07ebfd5b3428b6f4d,i-0f06b056dbed8cfbe,Master,stopped,t2.micro,False,0,10.0.0.26,vpc-6192bc04,subnet-0e73ec57,myekskey,Linux/UNIX,,,,
502433561161,us-east-1,ami-07ebfd5b3428b6f4d,i-0e70fc07239f37048,worker,stopped,t2.micro,False,0,10.0.0.24,vpc-6192bc04,subnet-0e73ec57,myekskey,Linux/UNIX,,,,
502433561161,us-east-1,ami-0447cabc0e6e606d6,i-0839bcc1e159ea5b4,aws-cloud9-323030-IDE-cdabb8898d71415cb5ec5639be25f382,stopped,t2.micro,False,0,10.0.4.186,vpc-e7625e82,subnet-19fcde6f,,Linux/UNIX,,,,
502433561161,us-east-1,ami-06f6f33114d2db0b1,i-01603e4abef7277e8,567372_SLA_Project_DND,stopped,t2.micro,False,0,10.0.40.162,vpc-e7625e82,subnet-e7372491,567372_NV_KP_02_SEP_2020,Windows,,,,
502433561161,us-east-1,ami-04298864884da5f45,i-01a6adafe2ac3be3b,aws-cloud9-accelya-test-699246a656564a44894c078f646cbcd7,stopped,t3.small,False,0,10.0.51.36,vpc-e7625e82,subnet-2ce72974,,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0b94c42650d9a3f2a,2296720_Terraform_EC2,stopped,t2.micro,False,0,172.31.39.229,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,Terraform_KP_NV,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0034b2e747264a253,public-ec2,stopped,t2.micro,False,0,172.31.37.12,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,jump-01,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-07e1a1077c2734d78,private-ec2,stopped,t2.micro,False,0,10.0.0.37,vpc-04d775c4813eb7dea,subnet-0228d50f81e737845,demo,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0f46aba81b8fd4e0c,private-ec2-01,stopped,t2.micro,False,0,172.31.38.93,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,jump-01,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-099ae49b5f4bfef95,111,stopped,t2.micro,False,0,172.31.34.114,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,aws01,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0e523b698c26a14ea,1111,stopped,t2.micro,False,0,172.31.42.101,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,aws01,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0c6fe3573846c8df8,private-Ec2-demo,stopped,t2.micro,False,0,10.0.0.44,vpc-04d775c4813eb7dea,subnet-0228d50f81e737845,demo-keypair,Linux/UNIX,,,,
502433561161,us-east-1,ami-04cb4ca688797756f,i-01db4cc74b9844dd2,eventempered,stopped,t2.micro,False,0,172.31.32.174,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,2272615,Linux/UNIX,,,,
502433561161,us-east-1,ami-04cb4ca688797756f,i-0b4e0d34fdc5c8a27,hostingec2,stopped,t2.micro,False,0,172.31.35.4,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,2272615,Linux/UNIX,,,,
502433561161,us-east-1,ami-053b0d53c279acc90,i-0421d5813de9dde90,2297253webserver,stopped,t2.micro,False,0,172.31.41.161,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,2297253N.Virginiakeypair,Linux/UNIX,,,,
502433561161,us-east-1,ami-03a6eaae9938c858c,i-03cd9a6181a829017,2272615-lb-ec2,stopped,t2.micro,False,0,10.0.0.44,vpc-0ab4c709287945540,subnet-0f22ae8cf1e56f02e,2272615,Linux/UNIX,,,,
502433561161,us-east-1,ami-065b889ab5c33720e,i-0e85afd34c4ecb54b,2296720_Win2019_NV,stopped,t3.micro,True,0,172.168.0.46,vpc-00c55d51cd5cd1f1f,subnet-040beb4fd12e009f1,2296720_WinKP_NV,Windows,,,,
502433561161,us-east-1,ami-0cd06e47208c8afd3,i-02277b44bdab5b348,aws-cloud9-aws-poc-9ed9a770647a498083c3ceb9f548b15a,stopped,t2.medium,False,10,172.31.19.136,vpc-0cdfa854db5c0e1e4,subnet-00582c1c344b52779,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-0cd06e47208c8afd3,i-089bdfd39271f7fd1,aws-cloud9-2298435-f5f77c7cdb774d368261837d63b009b8,stopped,t2.micro,False,10,172.31.24.45,vpc-0cdfa854db5c0e1e4,subnet-00582c1c344b52779,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-04adb8669309ccade,pythontest,stopped,t2.micro,False,0,172.31.40.73,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,demo,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-0c9cb0a78fb2751fc,i-0381427748296d782,devcentoscmf01,stopped,t2.micro,False,1,10.20.30.6,vpc-0ef6559beca2941d3,subnet-03724988545f58787,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-03fbefd0d20e06453,i-0abcdfadc2599beba,2296475,stopped,t2.micro,False,0,172.31.37.5,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-003ed1fdc48e137c0,public-ec2-01,stopped,t2.micro,False,0,172.31.33.55,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,jump-01,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-0c99530f59d5d9d5c,private-ec2,stopped,t2.micro,False,0,172.31.38.215,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,jump-01,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-0decfd909766dc286,112,stopped,t2.micro,False,0,172.31.37.86,vpc-0cdfa854db5c0e1e4,subnet-0fbd7a2a13b78d735,aws01,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-00c6177f250e07ec1,i-0c4ee51b61d9e2817,2070332-eks-mgr,stopped,t2.micro,False,0,192.168.2.118,vpc-0b38dfc558bd7767b,subnet-03665e913e783a530,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-0cb1b280ad750712c,Test Amazon Pro Serv,stopped,t2.micro,False,8,172.31.92.61,vpc-0cdfa854db5c0e1e4,subnet-0c2f6ecac7d3cbec6,TestProServ,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-0534333cd67028aaf,i-0aa5db37b3a6aec38,aws-cloud9-2063862-Terraform-POC-abfed3b14dd74378b7699261bbdb1c16,stopped,t3.medium,True,0,172.31.77.209,vpc-0cdfa854db5c0e1e4,subnet-07d1b8aaf1dc5724d,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-042f869ca0cf21fbd,i-083f6582eed4b64d9,devredhatcmf01,stopped,t2.micro,False,10,10.20.30.237,vpc-0ef6559beca2941d3,subnet-0ebe1bc1497885afb,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-0bb4c991fa89d4b9b,i-0e1600f10aa067ef6,test,stopped,t2.micro,False,8,10.60.71.3,vpc-00a4e65d795202ea9,subnet-0d91f5cc41df99ff7,Break-Glass,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-035a67994797fd540,public-ec2,stopped,t2.micro,False,0,10.0.0.25,vpc-04d775c4813eb7dea,subnet-035e6e6b3a2983d9f,demo,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-065b889ab5c33720e,i-00febf6a65465ea6f,2296442_winjumpbox,stopped,t2.micro,False,0,10.20.30.87,vpc-0ef6559beca2941d3,subnet-0f488c56c5b0e8b8d,2296442_win_keypair_useast1,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-01331b027e7cb096d,i-0a046b0b4125b4b35,devohwin16cmf01,stopped,t2.micro,False,100,10.20.30.222,vpc-0ef6559beca2941d3,subnet-0ebe1bc1497885afb,2296442_win_keypair_useast1,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-053b0d53c279acc90,i-001d537ca3813eb65,public-Ec2-demo,stopped,t2.micro,False,0,10.0.0.27,vpc-04d775c4813eb7dea,subnet-035e6e6b3a2983d9f,demo-keypair,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-0bb4c991fa89d4b9b,i-080e5597405a9df87,AWBNPLproservAP01,stopped,t2.micro,False,8,10.60.66.95,vpc-00a4e65d795202ea9,subnet-0d91f5cc41df99ff7,Break-Glass,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-east-1,ami-05ec5954eb43e257f,i-07751c1fb639073c1,aws-cloud9-212845-AWSCLI-3304daa0d8a14e929e6707d4efeb329a,stopped,t2.micro,False,0,172.31.56.209,vpc-0cdfa854db5c0e1e4,subnet-072e01de32dcb4b4a,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-005bdb005fb00e791,i-06fbdb6e451d339b7,212845_ecom_openstack,stopped,t2.large,False,0,10.0.0.94,vpc-5d52ce24,subnet-090f1f93a7b1dcea0,212845-ecomm-poc,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-057549bd0bba43bc1,i-0e530d115e4003baf,735261-win,stopped,t2.large,False,0,10.0.5.5,vpc-0f889ec8acff2d9d0,subnet-02b46a37561d8e1e5,735261-well,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0ce21b51cb31a48b8,i-0a5f87bc9616ec041,497718-Ubuntu-O2-JumpBox,stopped,t3a.medium,True,0,10.0.17.221,vpc-ef260084,subnet-98768bee,497718Linux,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0af80d239cc063c12,i-0c80f6ceed1981fdf,458393_psql_windows2016,stopped,t2.medium,False,0,10.0.15.48,vpc-ef260084,subnet-76712c2d,458393_KeyPair,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-024c2d542738e461b,i-0adb3f24ba9fd06e5,None,stopped,t2.small,False,0,10.0.6.82,vpc-ef260084,subnet-a942cacc,wdocs_key,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-082f033dd9ea59b44,i-0442f7fce2e9b163d,aws-cloud9-212845-linux-test-c6f2b67aa19f4ea0a37d50ff416eb7e5,stopped,t2.micro,False,0,10.0.0.109,vpc-5d52ce24,subnet-0dbaa5936fef7c4e6,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0d1cc4ada06186cd4,i-0508786f6ed658413,aws-cloud9-2120320-Terraform-c9bc82f577344d23bd28f428bf1f54b7,stopped,t3.small,False,0,10.0.8.11,vpc-0f889ec8acff2d9d0,subnet-0c454821a08edd5ec,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-08f4156f79afb3ba6,i-0309455fb861ca5ce,aws-cloud9-2073320-d122c5773fff492d9c09c1e24cce0fe6,stopped,t3.small,False,0,172.31.37.154,vpc-0fe643948b00dc4fa,subnet-0a05c08d4700ad6e8,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0f4aa97e74fc14682,i-087868a77604de5e9,2296475_windows_Terraform,stopped,t3.medium,True,0,15.0.1.118,vpc-07afd1dcd677ad396,subnet-072f20a2f33f70d35,2296475_key_pair,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-002c2b8d1f5b1eb47,i-03755f24be4547da4,2021618_EC2_uswest2_Linux,stopped,t2.micro,False,0,172.31.28.255,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,2021618-LIN-KP,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0f3769c8d8429942f,i-06e47c7b5c3de98b9,2298435_server,stopped,t2.micro,False,0,172.31.26.104,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,testkey,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-00b7cc7d7a9f548ea,i-0430f9ee2ada9fe7c,449882_poc_amgen_mohan,stopped,t2.micro,False,0,172.31.16.71,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,449882_poc,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-054b7807779ec9ee2,i-01ad0a0315f6532f6,aws-cloud9-2298435-demo-1f685f10be314267b0ed89fc3b63ee2c,stopped,t2.micro,False,0,172.31.30.6,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0044a0897b53acfb6,i-0c50b0fd761d05ee9,374278-GileadTest,terminated,t3.medium,False,0,,,,374278-Gilead-Failover-Routing,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0c689271e7199b860,i-09a0559de28ebe3f7,2296442_WinAuto_2016,stopped,t2.xlarge,False,0,172.31.30.70,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,2296442_Win_KeyPair,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-07e70003c665fb5f3,i-0574e4e9f98a33b6b,2021618-Ec2_uswest2_Windows,stopped,t2.micro,False,0,172.31.28.186,vpc-0fe643948b00dc4fa,subnet-04e1de8f755b7eb72,2021618-WIN-KP,Windows,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0be50262c078dfea9,i-091c2c6412ad85542,2296931-mysql-test,stopped,t2.micro,False,0,10.0.1.6,vpc-0f730c1830437c565,subnet-0b7b0b9d5a68c2888,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-00aa0673b34e3c150,i-0853a1b39731291e7,212845-poc,stopped,t2.micro,False,0,10.0.0.91,vpc-5d52ce24,subnet-090f1f93a7b1dcea0,212845-Amgen-POC,Red Hat Enterprise Linux,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-00756517ee1837d63,i-0c324f5a6b3df9e15,aws-cloud9-eks-test-50452e26bf924e069e8b7e245b4eb434,stopped,t3.small,False,0,172.31.6.25,vpc-0fe643948b00dc4fa,subnet-01dc09f6169338c32,,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0044a0897b53acfb6,i-026e4e0bf2375711b,374278-GileadTest,terminated,t3.medium,False,0,,,,374278-Gilead-Failover-Routing,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
502433561161,us-west-2,ami-0044a0897b53acfb6,i-07c70707419d866d1,374278-GileadTest,terminated,t3.medium,False,0,,,,374278-Gilead-Failover-Routing,Linux/UNIX,,,arn:aws:kms:us-east-1:502433561161:key/18e5b602-3d02-4b3b-9773-38a604adf51b,alias/aws/ebs
